PFOA,PFOS,PFHxS,PFBS,Mass,Voltage,Resistance,Efficiency,Energy Comsumption,Weight Loss,Efficiency_transformed
0,0,0,1,296,120,3.8,0.9988674496644295,14.593135135135135,0.20608108108108109,6.783282372212383
0,0,0,1,300,120,3.7,0.9989345637583893,14.39775,0.20666666666666667,6.8443700085725885
0,0,0,1,302,150,3.5,0.9991694630872483,22.349791390728477,0.2682119205298013,7.09343697943909
0,0,0,1,300,150,3.6,0.9990268456375839,22.49919,0.26,6.934966814921378
0,0,0,1,300,150,3.2,0.9993204697986577,22.49831,0.25333333333333335,7.294107407337124
0,0,1,0,302,40,3.3,0.03270756725372553,1.5890463576158942,0.08278145695364239,0.03325441585847333
0,0,1,0,300,60,3.5,0.48087220179343265,3.5995100000000004,0.13,0.6556051848828535
0,0,1,0,300,60,3.5,0.44242306947938836,3.5991899999999997,0.11,0.5841547914091816
0,0,1,0,295,60,3.6,0.4276498290432875,3.6605186440677966,0.1423728813559322,0.5580042861779092
0,0,1,0,300,80,3.5,0.8323979098122702,6.399,0.15666666666666668,1.7861626137582371
0,0,1,0,302,80,3.5,0.8206567318237533,6.357367549668874,0.16556291390728478,1.7184536046947123
0,0,1,0,301,80,3.3,0.8140119992258564,6.377302325581396,0.132890365448505,1.6820731139402014
0,0,1,0,300,100,3.6,0.9660021934068769,9.99879,0.18,3.381459239000267
0,0,1,0,300,100,3.2,0.9682601122508226,9.99919,0.19,3.450181068956893
0,0,1,0,300,100,3.8,0.9721953422359848,9.99879,0.16333333333333333,3.582551690886351
0,0,1,0,296,120,3.5,0.9990581252822399,14.593135135135135,0.19932432432432431,6.967637226529304
0,0,1,0,300,120,3.6,0.9992065028062707,14.39964,0.20333333333333334,7.139059294333934
0,0,1,0,300,120,3.1,0.9994000387071803,14.39919,0.17,7.4186437500234845
0,0,1,0,303,120,3.8,0.9992194051996645,14.255752475247526,0.21782178217821782,7.155453083278935
0,0,1,0,300,150,3.6,0.9992645635765435,22.49775,0.23666666666666666,7.215045101818961
0,0,1,0,303,150,3.2,0.9994387458873621,22.275801980198022,0.2376237623762376,7.485335009572276
0,0,1,0,300,150,3.5,0.9997613057222114,22.499509999999997,0.27,8.340322807854331
